election_year,state_name,constituency_name,constituency_type,party_name,short_form,candidate_name,EVM_votes,postal_votes,total_votes,rank,notes
2024,Andhra Pradesh,Vijayawada,General,All India Jaihind Party,Other-719,N DASARADHA RAMI REDDY,268,1,269,17,
2024,Andhra Pradesh,Vijayawada,General,Jai Maha Bharath Party,Other-139,CHINTHALACHERUVU HEMALATHA,239,5,244,18,
2024,Andhra Pradesh,Vijayawada,General,None of the Above,NOTA,NOTA,9038,155,9193,4,
2024,Maharashtra,Maval,General,Baliraja Party,Other-99,ADV JYOTISHWAR VISHNU BHOSALE,10874,5,10879,6,
2024,Andhra Pradesh,Guntur,General,Yuvajana Sramika Rythu Congress Party,YSRCP,KILARI VENKATA ROSAIAH,513563,6690,520253,2,
2024,Uttar Pradesh,Jhansi,General,Al-Hind Party,Other-120,ER. DEEPAK KUMAR VERMA,1375,2,1377,11,
2024,Maharashtra,Shirur,General,Baliraja Party,Other-99,KAMBLE TRIMBAK NARAYAN,2223,4,2227,15,
2024,Andhra Pradesh,Guntur,General,Bahujan Samaj Party,BSP,TENALI PRAKASH,4172,100,4272,6,
2024,Andhra Pradesh,Guntur,General,Jatiya Jana Sena Party,Other-118,SIKHAKOLLI HEMA GOWRI SHANKAR,1959,5,1964,7,
2024,Andhra Pradesh,Guntur,General,Jaibhim Rao Bharat Party,Other-154,SAMUDRALA CHINNA KOTAIAH,1748,5,1753,8,
2024,Andhra Pradesh,Guntur,General,Jana Sahayaka Sakthi,Other-522,UMAR BHASHA SHAIK,1273,2,1275,9,
2024,Andhra Pradesh,Guntur,General,Navarang Congress Party,Other-77,SYED. SAIDA,1216,6,1222,10,
2024,Andhra Pradesh,Guntur,General,Pyramid Party of India,Other-108,AMBATI CHALAMAIAH,1029,2,1031,11,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,PILLI BABU RAO,688,4,692,12,
2024,Andhra Pradesh,Guntur,General,Jai Bharat National Party,Other-119,HARI VENKATA SATISH KURNALA,540,2,542,13,
2024,Andhra Pradesh,Guntur,General,Bengaluru Nava Nirmana Party,Other-700,VISHNU REDDY LANKIREDDY,461,-,461,14,
2024,Rajasthan,Sikar,General,Bhartiya Party,Other-538,RAMESH SHARMA,1516,33,1549,12,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,SHAIK. KHAJAVALI,387,4,391,16,
2024,Andhra Pradesh,Guntur,General,Viduthalai Chiruthaigal Katchi,Other-19,CHALLAPALLI RATAN RAJU,374,4,378,17,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,KANNEBOYINA VAMSI KRISHNA YADAV,368,7,375,18,
2024,Andhra Pradesh,Guntur,General,Andhra Pradesh Rashtra Samithi,Other-713,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,353,5,358,19,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,GAYATRI AUDHIPUDI,350,7,357,20,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,ASHOK ANAND GALI,335,-,335,21,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,SHAIK ASLAM AKTHER,334,1,335,21,
2024,Andhra Pradesh,Guntur,General,Telugu Rajadhikara Samiti Party,Other-283,PATHAN KHAJA (BASHA),328,4,332,23,
2024,Andhra Pradesh,Guntur,General,Marxist Communist Party of India (United),Other-381,AMARTHALURI VENKATESWARA RAO.,308,4,312,25,
2024,Andhra Pradesh,Guntur,General,Indian Labour Party (Ambedkar Phule),Other-506,DR. RAYAPUDI RAJESH VIJAY KUMAR,306,4,310,26,
2024,Andhra Pradesh,Guntur,General,Loktantrik Janta Dal,Other-715,BURAGA RATNAM,304,12,316,24,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,268,-,268,27,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,SIVA PARVATHI,262,4,266,28,
2024,Andhra Pradesh,Guntur,General,All Peoples Party,Other-541,BOMMASANI MUTYALA RAO,200,7,207,29,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,SRIKRISHNA AKKISETTI,179,-,179,30,
2024,Andhra Pradesh,Guntur,General,Independent,Ind,MADAVARAPU NAGA RAJU,172,-,172,31,
2024,Andhra Pradesh,Guntur,General,None of the Above,NOTA,NOTA,7210,177,7387,4,
2024,Karnataka,Gulbarga,Scheduled Caste,BhartiyaBahujanKranti Dal,Other-663,RAJKUMAR,702,7,709,13,
2024,Andhra Pradesh,Narsaraopet,General,Yuvajana Sramika Rythu Congress Party,YSRCP,ANIL KUMAR POLUBOINA,642186,6081,648267,2,
2024,Andhra Pradesh,Narsaraopet,General,Indian National Congress,INC,GARNEPUDI ALEXANDER SUDHAKAR,17520,526,18046,3,
2024,Andhra Pradesh,Narsaraopet,General,Bahujan Samaj Party,BSP,ORSU PREMARAJU,5276,33,5309,5,
2024,Andhra Pradesh,Narsaraopet,General,Jaibhim Rao Bharat Party,Other-154,KUCHIPUDI JOHN BABU,2328,8,2336,6,
2024,Andhra Pradesh,Narsaraopet,General,Revolutionary Socialist Party,Other-27,GARLAPATI SUBHASH PREM,1243,2,1245,7,
2024,Andhra Pradesh,Narsaraopet,General,Independent,Ind,YAMPATI VEERANJANEYA REDDY,1056,1,1057,8,
2024,Andhra Pradesh,Narsaraopet,General,Independent,Ind,SUBBARAO CHALLA,1051,-,1051,9,
2024,Andhra Pradesh,Narsaraopet,General,Independent,Ind,ABDUL RAJAK SHAIK,718,5,723,10,
2024,Andhra Pradesh,Narsaraopet,General,Pyramid Party of India,Other-108,KOTA POTHURAJU,667,3,670,11,
2024,Andhra Pradesh,Narsaraopet,General,Jaathia Chethi Vruthula Ikya Vedika Party,Other-293,P VENKATESH,385,3,388,12,
2024,Andhra Pradesh,Narsaraopet,General,National Nava Kranthi Party,Other-198,PASUPULETI PICHAIAH,353,3,356,13,
2024,Andhra Pradesh,Narsaraopet,General,Navarang Congress Party,Other-77,PAPPULA SAMBASIVA RAO,331,1,332,14,
2024,Andhra Pradesh,Narsaraopet,General,Jatiya Jana Sena Party,Other-118,DOCTOR GODA RAMESH KUMAR,305,4,309,15,
2024,Andhra Pradesh,Narsaraopet,General,All India Forward Bloc,Other-47,THOKALA NAGA RAJU,277,8,285,16,
2024,Andhra Pradesh,Narsaraopet,General,None of the Above,NOTA,NOTA,11120,79,11199,4,
2024,Madhya Pradesh,Ujjain,Scheduled Caste,Bhim Sena,Other-113,DR. HEMANT PARMAR,4973,3,4976,5,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Yuvajana Sramika Rythu Congress Party,YSRCP,NANDIGAM SURESH BABU,503816,5646,509462,2,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Indian National Congress,INC,J.D. SEELAM,41673,1586,43259,3,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Bahujan Samaj Party,BSP,DOKKA JAGAN MOHANA RAO,6774,83,6857,5,
2024,Maharashtra,Dhule,General,Bhim Sena,Other-113,MUQEEM MEENA NAGRI,773,8,781,16,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,Ind,BUSSA. NAGARAJU,1311,7,1318,7,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,Ind,GADDE. VIJAYA LAKSHMI,1046,5,1051,8,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Pyramid Party of India,Other-108,KATTAPOGU. VIJAY KUMAR,893,4,897,9,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,Ind,KONDRU KIRAN KUMAR,791,6,797,10,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,Ind,KATTA ANAND BABU,704,25,729,11,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,India Praja Bandhu Party,Other-144,MERUGUPALA SADASIVA RAO,669,4,673,12,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Independent,Ind,KATTA HEMANAND,547,2,549,13,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Jaibhim Rao Bharat Party,Other-154,PARRE. KOTAIAH,408,4,412,14,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,Liberation Congress Party,Other-221,PALADUG VIJENDRA RAO (BAHUJAN),294,12,306,15,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,All Peoples Party,Other-541,CHINNAM MURALIDHAR,252,3,255,16,
2024,Andhra Pradesh,Bapatla (SC),Scheduled Caste,None of the Above,NOTA,NOTA,13599,124,13723,4,
2024,Maharashtra,Buldhana,General,Bhim Sena,Other-113,VIKAS BHAI NANDAVE,2322,9,2331,19,
2024,Andhra Pradesh,Ongole,General,Yuvajana Sramika Rythu Congress Party,YSRCP,DR CHEVIREDDY BHASKAR REDD,644052,7643,651695,2,
2024,Andhra Pradesh,Ongole,General,Indian National Congress,INC,EDA SUDHAKARA REDDY,25803,919,26722,3,
2024,Andhra Pradesh,Ongole,General,Bahujan Samaj Party,BSP,DHARANIKOTA LAKSHMI NARAYANA,6238,76,6314,5,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,BUCHI EDUKONDALU,3046,2,3048,7,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,PODILI RAMBABU,3035,38,3073,6,
2024,Andhra Pradesh,Ongole,General,Jai Bharat National Party,Other-119,ORSU VEENA,2242,25,2267,8,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,BONTHA RANGA REDDY,1923,-,1923,9,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,BODDU KRANTHI KUMAR,1797,1,1798,10,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,MOHAN GOUD J V,1442,5,1447,11,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,U MADHU BABU,1006,2,1008,12,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,KARATAPU RAJU,730,5,735,14,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,JAGADEESH RAYAPATI,713,12,725,15,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,DEVIREDDY BALANJANEYULU,710,6,716,16,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,HARI PRASAD TUPAKULA,706,5,711,17,
2024,Andhra Pradesh,Ongole,General,Samajwadi Party,SP,PASAM VENKATESWARLU YADAV,699,44,743,13,
2024,Andhra Pradesh,Ongole,General,Pyramid Party of India,Other-108,SURYA TEJA KOTA,674,9,683,18,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,AKUMALLA MALLIKARJUNA REDDY,575,-,575,19,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,VESHAPOGU GURAVABABU,457,4,461,20,
2024,Andhra Pradesh,Ongole,General,Liberation Congress Party,Other-221,KOMMU YOHANU,454,7,461,20,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,SESHUBABU GUDDANTI,449,-,449,22,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,SINGAMNENI SREEKANTH,407,3,410,23,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,YARRA DASARADHARAMAIAH,394,-,394,24,
2024,Andhra Pradesh,Ongole,General,Independent,Ind,KOTA VAMSI KRISHNA,365,-,365,26,
2024,Andhra Pradesh,Ongole,General,Jatiya Jana Sena Party,Other-118,K PAVAN KALYAN,362,30,392,25,
2024,Andhra Pradesh,Ongole,General,None of the Above,NOTA,NOTA,13066,139,13205,4,
2024,Maharashtra,Ramtek,Scheduled Caste,Bhim Sena,Other-113,ASHISH BHAURAO SARODE,1600,20,1620,15,
2024,Andhra Pradesh,Nandyal,General,Yuvajana Sramika Rythu Congress Party,YSRCP,POCHA BRAHMANANDA REDDY,583155,6001,589156,2,
2024,Andhra Pradesh,Nandyal,General,Indian National Congress,INC,J LAKSHMI NARASIMHA YADAV,54920,1284,56204,3,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,P GURUVAIAH,8190,1,8191,5,
2024,Andhra Pradesh,Nandyal,General,Bahujan Samaj Party,BSP,A CHINNA MOULALI,7768,63,7831,6,
2024,Andhra Pradesh,Nandyal,General,Social Democratic Party Of India,Other-91,HAFIZ ATAULLAH KHAN,6858,74,6932,7,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,KOMMUSANI PEDDA KAMBAGIRI SWAMY,4633,-,4633,8,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,GAGGERA VENKATA RAMANAIAH,3027,4,3031,9,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,DUMAVATH SWAMY NAIK,2348,10,2358,10,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,KUNUKUNTLA RAMUDU,1408,5,1413,11,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,E ANIL KUMAR,1332,2,1334,12,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,C SURENDRA NATHA REDDY,1267,1,1268,14,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,BRAHMANANDA REDDY K,1261,11,1272,13,
2024,Andhra Pradesh,Nandyal,General,Jaathia Chethi Vruthula Ikya Vedika Party,Other-293,UPPU SUBBARAYUDU,785,6,791,15,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,NAGESWARA RAO,678,2,680,16,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,VIJAYA BHASKAR REDDYPOGU,641,-,641,19,
2024,Andhra Pradesh,Nandyal,General,All India Forward Bloc,Other-47,YELAMPALLE GOVARDHAN REDDY,638,4,642,18,
2024,Andhra Pradesh,Nandyal,General,Navarang Congress Party,Other-77,BHUMA VEERA BHADRA REDDY,630,16,646,17,
2024,Andhra Pradesh,Nandyal,General,Samajwadi Party,SP,PANDU RANGA YADAV SIDDAPU,594,11,605,20,
2024,Andhra Pradesh,Nandyal,General,Liberation Congress Party,Other-221,CHANDINI REDDY VAKATI,546,10,556,21,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,B C RAMANADHA AREDDY,472,-,472,23,
2024,Andhra Pradesh,Nandyal,General,Anna YSR Congress Party,Other-180,GAJULA SHALIMIYA,468,18,486,22,
2024,Andhra Pradesh,Nandyal,General,Neethi Nijayithi Party,Other-705,KULURU RAMA KRISHNA REDDY,428,2,430,24,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,CH P MALLESWARUDU,417,4,421,25,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,I V PAKKIR REDDY,408,2,410,26,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,V MADHUSUDHANA REDDY,399,2,401,27,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,BUSHAKU MAHESWARA REDDY,390,-,390,28,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,U P MUNI REDDY,376,-,376,30,
2024,Andhra Pradesh,Nandyal,General,Jai Maha Bharath Party,Other-139,GOGULA SUGUNAMMA,375,4,379,29,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,BELLAMKONDA SREENIVASULU,352,1,353,31,
2024,Andhra Pradesh,Nandyal,General,Independent,Ind,BALIJA SHIVA KUMAR,288,-,288,32,
2024,Andhra Pradesh,Nandyal,General,None of the Above,NOTA,NOTA,10538,159,10697,4,
2024,Maharashtra,Nagpur,General,Bhim Sena,Other-113,SHRIDHAR NARAYAN SALVE,447,4,451,17,
2024,Andhra Pradesh,Kurnoolu,General,Yuvajana Sramika Rythu Congress Party,YSRCP,B Y RAMAIAH,543801,3815,547616,2,
2024,Andhra Pradesh,Kurnoolu,General,Indian National Congress,INC,P.G.RAMPULLAIAH YADAV LUCKY-2,68972,1401,70373,3,
2024,Andhra Pradesh,Kurnoolu,General,Bahujan Samaj Party,BSP,MANCHALA LAKSHMI NARAYANA,8533,56,8589,5,
2024,Andhra Pradesh,Kurnoolu,General,Independent,Ind,BOYA SURESH,5891,9,5900,6,
2024,Andhra Pradesh,Kurnoolu,General,Independent,Ind,T. BEECHUPALLI,5125,2,5127,7,
2024,Andhra Pradesh,Kurnoolu,General,Independent,Ind,VIJAYA BHASKAR .REDDYPOGU,3504,4,3508,8,
2024,Andhra Pradesh,Kurnoolu,General,Independent,Ind,PAGADALA KODANDA,3070,6,3076,9,
2024,Andhra Pradesh,Kurnoolu,General,Independent,Ind,DEVARAPOGU MADDILETY,2576,6,2582,10,
2024,Andhra Pradesh,Kurnoolu,General,Independent,Ind,PRAKASH REDDY RALAMPADU,2222,3,2225,11,
2024,Andhra Pradesh,Kurnoolu,General,Social Democratic Party Of India,Other-91,JAHANGIR AHMED,2058,16,2074,12,
2024,Andhra Pradesh,Kurnoolu,General,Independent,Ind,DR. REDDYPOGU PRAVEEN KUMAR,1847,9,1856,13,
2024,Andhra Pradesh,Kurnoolu,General,Anna YSR Congress Party,Other-180,ABDUL SATTAR A.S.R,1565,36,1601,14,
2024,Andhra Pradesh,Kurnoolu,General,Bharatha Chaitanya Yuvajana Party,Other-142,VALMIKI ARJUNA,1385,5,1390,15,
2024,Andhra Pradesh,Kurnoolu,General,Independent,Ind,URUKUNDU VADDE,1284,11,1295,16,
2024,Andhra Pradesh,Kurnoolu,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,MALLEPOGU NAGANNA,1162,2,1164,17,
2024,Andhra Pradesh,Kurnoolu,General,Jai Bharat National Party,Other-119,SUNKARA SREEDHAR,1149,14,1163,18,
2024,Andhra Pradesh,Kurnoolu,General,All Peoples Party,Other-541,TARIGOPULA RAJABABU,1032,1,1033,19,
2024,Andhra Pradesh,Kurnoolu,General,Liberation Congress Party,Other-221,AMRUTH KUMAR SALKAPURAM,777,6,783,20,
2024,Andhra Pradesh,Kurnoolu,General,None of the Above,NOTA,NOTA,10394,117,10511,4,
2024,Maharashtra,Gadchiroli - Chimur,Scheduled Tribe,Bhim Sena,Other-113,SUHAS UMESH KUMRE,2851,21,2872,8,
2024,Andhra Pradesh,Ananthapur,General,Yuvajana Sramika Rythu Congress Party,YSRCP,MALAGUNDLA SANKAR NARAYANA,573769,5921,579690,2,
2024,Andhra Pradesh,Ananthapur,General,Indian National Congress,INC,MALLIKARJUNA VAJJALA,41954,1263,43217,3,
2024,Andhra Pradesh,Ananthapur,General,Independent,Ind,G.V.RAMANA REDDY,6436,3,6439,5,
2024,Andhra Pradesh,Ananthapur,General,Bahujan Samaj Party,BSP,BANASI NARAYANAPPA,6280,116,6396,6,
2024,Andhra Pradesh,Ananthapur,General,Independent,Ind,V.MURALI PRASAD REDDY,5775,3,5778,7,
2024,Andhra Pradesh,Ananthapur,General,Andhra Rastra Praja Samithi,Other-260,DR.NALLANI RAMESH NAIDU,4862,127,4989,8,
2024,Andhra Pradesh,Ananthapur,General,Pyramid Party of India,Other-108,M.SURENDRA,2927,8,2935,9,
2024,Andhra Pradesh,Ananthapur,General,Jaathia Chethi Vruthula Ikya Vedika Party,Other-293,U.C.VENKATASUBBAIAH,2533,7,2540,10,
2024,Andhra Pradesh,Ananthapur,General,Independent,Ind,P.CHOWDESWARI,1514,4,1518,11,
2024,Andhra Pradesh,Ananthapur,General,Independent,Ind,VADLA KESAVAIAH,1488,6,1494,12,
2024,Andhra Pradesh,Ananthapur,General,Independent,Ind,B.RAGHAVENDRA PRASAD,1317,1,1318,13,
2024,Andhra Pradesh,Ananthapur,General,Independent,Ind,KETHIREDDY RAGHUNATHAREDDY,1086,5,1091,14,
2024,Andhra Pradesh,Ananthapur,General,Independent,Ind,LOKANATH GOWD SURAGOWINI,1085,6,1091,14,
2024,Andhra Pradesh,Ananthapur,General,Independent,Ind,SREERANGARAJULA GOPINATH ROYAL,903,1,904,16,
2024,Andhra Pradesh,Ananthapur,General,Samajwadi Party,SP,SHAIK.NIZAM,749,4,753,17,
2024,Andhra Pradesh,Ananthapur,General,Jaibhim Rao Bharat Party,Other-154,RAMAVTH CHINNA RAMAPPA NAIK,735,10,745,18,
2024,Andhra Pradesh,Ananthapur,General,All India Kisan Janatha party,Other-685,KURUBA MALLIKARJUNA.S.,574,4,578,19,
2024,Andhra Pradesh,Ananthapur,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,B.NAGAMUTHYALU,566,4,570,20,
2024,Andhra Pradesh,Ananthapur,General,Bhartiya Panchyat Party,Other-695,SRINIVASA RAJU.O,489,5,494,21,
2024,Maharashtra,Chandrapur,General,Bhim Sena,Other-113,VIDYASAGAR KALIDAS KASARLAWAR,1426,-,1426,14,
2024,Andhra Pradesh,Ananthapur,General,None of the Above,NOTA,NOTA,9014,185,9199,4,
2024,Maharashtra,Hingoli,General,Bhim Sena,Other-113,SUNIL DASHARATH INGOLE,1024,4,1028,33,
2024,Andhra Pradesh,Hindupur,General,Yuvajana Sramika Rythu Congress Party,YSRCP,J SHANTHA,587406,5701,593107,2,
2024,Andhra Pradesh,Hindupur,General,Indian National Congress,INC,B A SAMAD SHAHEEN,53989,1070,55059,3,
2024,Andhra Pradesh,Hindupur,General,Bahujan Samaj Party,BSP,BHAGYA R S,7949,66,8015,5,
2024,Andhra Pradesh,Hindupur,General,Independent,Ind,PRATHAP REDDY GORLA,5380,64,5444,6,
2024,Andhra Pradesh,Hindupur,General,Independent,Ind,H D HANUMANTHE GOWD,2270,8,2278,7,
2024,Andhra Pradesh,Hindupur,General,Revolutionary Socialist Party,Other-27,ANJINAPPA GARI SREENIVASULU,2045,6,2051,8,
2024,Andhra Pradesh,Hindupur,General,Independent,Ind,S N SURESH,1611,20,1631,9,
2024,Andhra Pradesh,Hindupur,General,Independent,Ind,DASAGANIPALLI KULLAYAPPA,1317,11,1328,10,
2024,Andhra Pradesh,Hindupur,General,Socialist Unity Centre Of India (COMMUNIST),Other-35,ASHOK,1282,10,1292,11,
2024,Andhra Pradesh,Hindupur,General,Independent,Ind,T SUDHAKAR REDDY,1227,10,1237,12,
2024,Andhra Pradesh,Hindupur,General,Independent,Ind,S RAGHUNATHA REDDY,693,17,710,13,
2024,Andhra Pradesh,Hindupur,General,National Nava Kranthi Party,Other-198,BUDILI DHANUNJAYA,679,3,682,14,
2024,Andhra Pradesh,Hindupur,General,None of the Above,NOTA,NOTA,17826,145,17971,4,
2024,Andhra Pradesh,Kadapa,General,Yuvajana Sramika Rythu Congress Party,YSRCP,Y. S. AVINASH REDDY,598406,6737,605143,1,
2024,Maharashtra,Kalyan,General,Bhim Sena,Other-113,SHRIDHAR NARAYAN SALVE,1068,4,1072,20,
2024,Andhra Pradesh,Kadapa,General,Indian National Congress,INC,Y.S. SHARMILA REDDY,136395,4644,141039,3,
2024,Andhra Pradesh,Kadapa,General,Bahujan Samaj Party,BSP,PANDITI. GURAPPA.,3790,20,3810,5,
2024,Andhra Pradesh,Kadapa,General,Rashtriya Praja Congress (Secular),Other-158,VENU GOPAL RACHINENI,3500,70,3570,6,
2024,Andhra Pradesh,Kadapa,General,Independent,Ind,CHINNAPUREDDY GOPALA KRISHNA REDDY,2414,16,2430,7,
2024,Andhra Pradesh,Kadapa,General,Rayalaseema Rashtra Samithi,Other-448,KUNCHAM. VENKATA SUBBA REDDY,2329,4,2333,8,
2024,Andhra Pradesh,Kadapa,General,Independent,Ind,L. KHAJA HUSSAIN,1087,1,1088,9,
2024,Andhra Pradesh,Kadapa,General,All India Forward Bloc,Other-47,ANKIREDDY. SURESH KUMAR REDDY.,752,3,755,10,
2024,Andhra Pradesh,Kadapa,General,Independent,Ind,KAKARLA SHANMUKHA REDDY,633,14,647,11,
2024,Andhra Pradesh,Kadapa,General,Jaibhim Rao Bharat Party,Other-154,PALLE RAMESH,619,5,624,12,
2024,Andhra Pradesh,Kadapa,General,Anna YSR Congress Party,Other-180,CHAN BASHA. S,432,7,439,13,
2024,Andhra Pradesh,Kadapa,General,Jaathia Chethi Vruthula Ikya Vedika Party,Other-293,J. V. RAMANA,414,20,434,14,
2024,Andhra Pradesh,Kadapa,General,Jana Sahayaka Sakthi,Other-522,MALIKIREDDY. HANUMANTHA REDDY,358,11,369,15,
2024,Andhra Pradesh,Kadapa,General,None of the Above,NOTA,NOTA,16660,186,16846,4,
2024,Maharashtra,Thane,General,Bhim Sena,Other-113,MUKESH KAILASNATH TIWARI,2509,13,2522,6,
2024,Andhra Pradesh,Nellore,General,Yuvajana Sramika Rythu Congress Party,YSRCP,VENUMBAKA VIJAYASAI REDDY,514375,5925,520300,2,
2024,Andhra Pradesh,Nellore,General,Indian National Congress,INC,KOPPULA RAJU,53264,1580,54844,3,
2024,Andhra Pradesh,Nellore,General,Bahujan Samaj Party,BSP,BHASKAR NASINA,5710,101,5811,5,
2024,Andhra Pradesh,Nellore,General,Revolutionary Socialist Party,Other-27,VIVEKA MANNEPALLI,2794,10,2804,6,
2024,Andhra Pradesh,Nellore,General,Independent,Ind,KOPPALA RAGHU,2010,5,2015,7,
2024,Andhra Pradesh,Nellore,General,Jai Bharat National Party,Other-119,GAJULA SOMA SEKHAR,1775,4,1779,8,
2024,Andhra Pradesh,Nellore,General,Pyramid Party of India,Other-108,SHAIK MUZIBUR RAHAMAN,1315,15,1330,9,
2024,Andhra Pradesh,Nellore,General,Republican Party of India (A),Other-88,SHAIK MAHABOOB BASHA (MABU),1228,5,1233,10,
2024,Andhra Pradesh,Nellore,General,Navarang Congress Party,Other-77,MALLEPALLY RAGHU,1104,1,1105,11,
2024,Andhra Pradesh,Nellore,General,All India Forward Bloc,Other-47,SHAIK SHAFI AHMED,1037,-,1037,12,
2024,Andhra Pradesh,Nellore,General,Bharatha Chaitanya Yuvajana Party,Other-142,NAKKA DINESH,576,24,600,13,
2024,Andhra Pradesh,Nellore,General,Jaibhim Rao Bharat Party,Other-154,TALARI VENKATAIAH,553,5,558,14,
2024,Andhra Pradesh,Nellore,General,Radical Party of India (Ambedkarist),Other-702,PUNGANURU PRASANNA GANAPATHI,452,2,454,15,
2024,Andhra Pradesh,Nellore,General,None of the Above,NOTA,NOTA,15454,123,15577,4,
2024,Andhra Pradesh,Thirupathi(SC),Scheduled Caste,Yuvajana Sramika Rythu Congress Party,YSRCP,GURUMOORTHY MADDILA,626702,5526,632228,1,
2024,Andhra Pradesh,Thirupathi(SC),Scheduled Caste,Bharatiya Janata Party,BJP,VARA PRASAD RAO VELAGAPALLI,608494,9165,617659,2,
2024,Andhra Pradesh,Thirupathi(SC),Scheduled Caste,Indian National Congress,INC,CHINTA MOHAN,63790,1733,65523,3,
2024,Andhra Pradesh,Thirupathi(SC),Scheduled Caste,Bahujan Samaj Party,BSP,PENUMURU. GURAPPA,10300,206,10506,5,
2024,Andhra Pradesh,Thirupathi(SC),Scheduled Caste,Independent,Ind,KATTAMANCHI. PRABHAKAR,5796,6,5802,6,
2024,Maharashtra,Mumbai North West,General,Bhim Sena,Other-113,ADV MITESH VARSHNEY,492,5,497,20,
